directorio,secuencia_p,orden,formal,estrato1,sex,age,fweight,maxeduclevel,y_salary_m_hu,y_total_m,p6585s1,p6585s2,p6585s3,p6585s4
4721182,1,3,1.0,3.0,1.0,22.0,247.0,7.0,4763.888671875,1684877.625,0,1,0,0
4721183,1,2,1.0,3.0,1.0,50.0,227.0,6.0,5833.33349609375,1379877.625,0,1,0,0
4721184,1,1,1.0,3.0,1.0,33.0,329.0,7.0,24305.5546875,5416666.5,0,0,0,0
4721185,1,1,1.0,4.0,1.0,35.0,217.0,7.0,48611.109375,10833333,0,0,0,0
4721185,1,2,1.0,4.0,0.0,33.0,217.0,7.0,38888.890625,9333334,1,0,0,0
4721186,1,1,1.0,3.0,1.0,32.0,229.0,7.0,5833.33349609375,1751544.375,0,1,1,0
4721186,1,2,0.0,3.0,0.0,31.0,229.0,6.0,4666.66650390625,8e+05,0,0,0,0
4721187,1,1,1.0,4.0,1.0,36.0,219.0,7.0,15555.5556640625,4333333.5,0,0,0,0
4721188,1,1,1.0,2.0,1.0,39.0,241.0,4.0,2592.59252929688,954877.6875,0,1,0,0
4721188,1,2,1.0,2.0,0.0,40.0,241.0,6.0,3797.7041015625,916119.6875,0,1,1,0
4721188,1,5,0.0,2.0,1.0,18.0,241.0,6.0,3645.7958984375,781242,0,0,0,0
4721190,1,1,1.0,3.0,1.0,34.0,241.0,6.0,3888.88891601562,1598211,0,1,1,0
4721190,1,2,0.0,3.0,0.0,29.0,241.0,6.0,5833.33349609375,4e+05,0,1,0,0
4721191,1,2,0.0,3.0,0.0,39.0,213.0,7.0,6222.22216796875,8e+05,0,0,0,0
4721191,1,3,0.0,3.0,1.0,21.0,213.0,7.0,10370.3701171875,8e+05,0,0,0,0
4721193,1,1,1.0,4.0,1.0,31.0,217.0,7.0,24370.37109375,5171544.5,0,1,0,0
4721193,1,2,1.0,4.0,0.0,30.0,217.0,7.0,19703.703125,4204877.5,0,1,0,0
4721194,1,1,1.0,3.0,0.0,43.0,263.0,7.0,8555.5556640625,3213333.25,0,0,1,0
4721194,1,2,0.0,3.0,1.0,20.0,263.0,7.0,4666.66650390625,320000,0,0,0,0
4721196,1,1,1.0,3.0,0.0,40.0,232.0,7.0,7291.66650390625,1713211,0,1,0,0
4721197,1,2,1.0,3.0,0.0,44.0,201.0,6.0,4148.14794921875,866666.6875,0,1,0,0
4721202,1,2,1.0,2.0,0.0,30.0,265.0,6.0,3797.7041015625,967786.3125,0,1,1,0
4721202,1,3,0.0,2.0,1.0,30.0,265.0,6.0,1944.44445800781,3e+05,0,0,0,0
4721205,1,2,1.0,4.0,0.0,54.0,257.0,4.0,3797.7041015625,868742,0,0,0,0
4721206,1,1,1.0,2.0,1.0,31.0,229.0,6.0,4574.3056640625,1242544.375,0,1,1,0
4721208,1,2,1.0,2.0,1.0,24.0,263.0,6.0,3038.16333007812,994556.5,0,1,0,0
4721210,1,1,1.0,3.0,1.0,33.0,203.0,7.0,19444.4453125,4333333.5,0,0,0,0
4721210,1,2,1.0,3.0,1.0,31.0,203.0,7.0,11666.6669921875,2600000,0,1,0,0
4721211,1,2,1.0,2.0,0.0,41.0,186.0,7.0,4666.66650390625,1031000,0,0,1,0
4721213,1,1,1.0,2.0,0.0,53.0,236.0,6.0,3797.7041015625,932744.6875,0,1,0,0
4721213,1,3,1.0,2.0,1.0,21.0,236.0,6.0,3888.88891601562,4e+05,0,0,0,0
4721215,1,1,1.0,4.0,1.0,30.0,191.0,7.0,35000.0,6e+06,0,0,0,0
4721215,1,3,1.0,4.0,1.0,54.0,191.0,7.0,24500.0,4725000,0,0,0,0
4721216,1,1,1.0,3.0,1.0,31.0,219.0,7.0,19947.408203125,4184250,0,0,0,0
4721218,1,1,1.0,2.0,1.0,47.0,201.0,4.0,3888.88891601562,1538211,0,1,0,0
4721219,1,1,1.0,2.0,1.0,21.0,242.0,6.0,5201.388671875,1158211,0,1,0,0
4721219,1,2,0.0,2.0,0.0,32.0,242.0,5.0,1944.44445800781,5e+05,0,0,0,0
4721220,1,1,1.0,2.0,0.0,29.0,314.0,6.0,3797.7041015625,1025744.6875,0,1,1,0
4721220,1,2,1.0,2.0,1.0,31.0,314.0,6.0,3797.7041015625,996453,0,1,1,0
4721222,1,1,1.0,2.0,0.0,28.0,300.0,4.0,3375.73706054688,967453,0,1,1,0
4721224,1,3,1.0,3.0,1.0,30.0,256.0,6.0,4477.08349609375,1073075.375,0,1,0,0
4721227,1,2,1.0,2.0,0.0,45.0,272.0,7.0,7291.66650390625,1616666.625,0,1,0,0
4721228,1,1,0.0,2.0,1.0,35.0,244.0,4.0,3888.88891601562,8e+05,0,0,0,0
4721229,1,1,0.0,2.0,0.0,48.0,217.0,4.0,5333.33349609375,493333.34375,0,0,0,0
4721231,1,5,0.0,2.0,1.0,19.0,278.0,7.0,3809.52392578125,1050000,0,0,0,0
4721231,1,6,1.0,2.0,1.0,31.0,278.0,6.0,5347.22216796875,1279877.625,0,1,0,0
4721231,1,7,1.0,2.0,0.0,33.0,278.0,4.0,3797.7041015625,959943,0,1,1,0
4721231,1,8,1.0,2.0,0.0,28.0,278.0,5.0,3797.7041015625,962453,0,1,1,0
4721233,1,6,1.0,3.0,1.0,24.0,254.0,7.0,6319.4443359375,1408333.375,0,1,0,0
4721233,1,8,1.0,3.0,0.0,32.0,254.0,7.0,7000.0,1200000,0,0,0,0
4721235,1,3,1.0,3.0,1.0,47.0,246.0,7.0,14583.3330078125,3250000,0,0,0,0
4721235,1,4,0.0,3.0,1.0,23.0,246.0,7.0,3797.7041015625,781242,0,0,0,0
4721237,1,2,1.0,4.0,0.0,34.0,217.0,7.0,5444.4443359375,1400000,0,1,0,0
4721239,1,1,0.0,2.0,1.0,30.0,302.0,5.0,3645.83325195312,750000,0,0,0,0
4721240,1,2,1.0,4.0,0.0,36.0,271.0,7.0,43750.0,8125000,0,0,0,0
4721243,1,1,1.0,3.0,1.0,29.0,241.0,7.0,10811.111328125,3009333.25,1,0,0,0
4721243,1,2,1.0,3.0,0.0,30.0,241.0,7.0,9722.22265625,2083333.375,1,0,0,0
4721244,1,1,1.0,3.0,1.0,38.0,256.0,7.0,6708.33349609375,1570000,0,1,1,0
4721244,1,2,1.0,3.0,0.0,43.0,256.0,7.0,5833.33349609375,1390000,0,1,1,0
4721245,1,1,1.0,4.0,1.0,56.0,224.0,7.0,37333.33203125,10666667,0,0,0,0
4721246,1,1,0.0,2.0,0.0,44.0,245.0,6.0,3888.88891601562,8e+05,0,0,0,0
4721247,1,1,1.0,3.0,1.0,33.0,260.0,6.0,1955.55554199219,1281666.625,1,0,1,0
4721247,1,2,1.0,3.0,0.0,24.0,260.0,7.0,4472.22216796875,1161877.625,0,1,1,0
4721247,1,5,1.0,3.0,1.0,58.0,260.0,4.0,3255.17504882812,911119.6875,0,1,0,0
4721251,1,3,0.0,3.0,0.0,23.0,173.0,7.0,7777.77783203125,4e+05,0,0,0,0
4721256,1,2,1.0,2.0,0.0,34.0,628.0,7.0,7259.25927734375,1786544.375,0,1,1,1
4721258,1,1,0.0,3.0,0.0,51.0,218.0,7.0,2222.22216796875,829166.6875,0,0,0,0
4721259,1,1,1.0,3.0,1.0,41.0,168.0,7.0,18666.666015625,5200000,0,0,0,0
4721261,1,2,1.0,5.0,0.0,40.0,201.0,7.0,35000.0,6500000,0,0,0,0
4721261,1,3,1.0,5.0,1.0,30.0,201.0,7.0,23333.333984375,4250000,0,0,0,0
4721262,1,1,1.0,2.0,1.0,24.0,263.0,6.0,5347.22216796875,1309877.625,0,1,1,0
4721263,1,1,1.0,2.0,0.0,61.0,245.0,3.0,3797.7041015625,869453,0,1,0,0
4721263,1,2,1.0,2.0,1.0,64.0,245.0,4.0,5833.33349609375,1e+06,0,0,0,0
4721263,1,3,1.0,2.0,0.0,26.0,245.0,7.0,6416.66650390625,1188211,0,1,0,0
4721264,1,1,1.0,3.0,1.0,52.0,282.0,6.0,11878.7880859375,3150000,0,0,0,0
4721264,1,2,0.0,3.0,0.0,60.0,282.0,5.0,5833.33349609375,2e+05,0,0,0,0
4721264,1,4,1.0,3.0,1.0,23.0,282.0,7.0,5833.33349609375,1384044.375,0,1,0,0
4721265,1,1,1.0,3.0,1.0,40.0,198.0,7.0,19444.4453125,4333333.5,0,0,0,0
4721266,1,1,1.0,3.0,0.0,32.0,245.0,4.0,3797.7041015625,864408.6875,0,1,1,0
4721268,1,1,1.0,2.0,1.0,31.0,219.0,4.0,7194.4443359375,1480000,0,0,0,0
4721269,1,2,1.0,4.0,1.0,39.0,186.0,7.0,6222.22216796875,1300000,0,0,0,0
4721271,1,1,0.0,3.0,1.0,51.0,219.0,5.0,5541.66650390625,1140000,0,0,0,0
4721274,1,1,1.0,5.0,1.0,51.0,186.0,7.0,52500.0,10941667,0,1,0,0
4721275,1,1,1.0,2.0,1.0,30.0,205.0,5.0,3456.7900390625,984877.6875,0,1,1,0
4721275,1,2,1.0,2.0,0.0,25.0,205.0,6.0,3797.7041015625,902786.3125,0,1,0,0
4721276,1,1,1.0,3.0,0.0,50.0,218.0,7.0,7212.12109375,1871666.625,0,1,1,0
4721276,1,2,1.0,3.0,1.0,24.0,218.0,7.0,8750.0,1950000,0,1,0,0
4721277,1,1,1.0,5.0,1.0,43.0,271.0,7.0,37121.2109375,7808333,0,1,0,0
4721277,1,2,1.0,5.0,0.0,42.0,271.0,7.0,56000.0,1.2e+07,1,0,0,0
4721278,1,1,1.0,3.0,1.0,37.0,244.0,7.0,5133.33349609375,1369877.625,1,1,1,0
4721278,1,2,1.0,3.0,0.0,39.0,244.0,7.0,4000.0,731666.6875,0,1,1,0
4721279,1,1,1.0,3.0,1.0,53.0,243.0,7.0,11666.6669921875,2488211,0,1,0,0
4721284,1,2,1.0,3.0,1.0,39.0,243.0,7.0,8750.0,1950000,0,1,0,0
4721285,1,1,1.0,5.0,1.0,61.0,231.0,7.0,34469.6953125,7041666.5,0,0,0,0
4721286,1,1,1.0,5.0,1.0,44.0,201.0,7.0,53846.15234375,1.5e+07,0,0,0,0
4721286,1,2,1.0,5.0,0.0,43.0,201.0,7.0,43750.0,7500000,0,0,0,0
4721290,1,4,1.0,3.0,1.0,32.0,209.0,7.0,9722.22265625,2166666.75,0,0,0,0
4721293,1,1,1.0,4.0,0.0,58.0,259.0,7.0,5833.33349609375,1388211,0,1,0,0
4721294,1,1,1.0,4.0,1.0,34.0,217.0,7.0,48611.109375,1e+07,0,0,0,0
4721294,1,2,1.0,4.0,0.0,33.0,217.0,7.0,29166.666015625,1e+07,1,0,0,0
4721295,1,1,1.0,3.0,1.0,35.0,217.0,7.0,18083.333984375,3350000,0,0,0,0
4721295,1,2,1.0,3.0,0.0,33.0,217.0,7.0,10000.0,1954877.625,0,1,0,0
4721298,1,1,1.0,3.0,1.0,28.0,217.0,7.0,7777.77783203125,3283333.25,0,0,0,0
4721298,1,2,1.0,3.0,0.0,29.0,217.0,7.0,8838.3837890625,1366666.625,0,1,0,0
4721303,1,1,0.0,2.0,1.0,46.0,232.0,3.0,3645.7958984375,781242,0,0,0,0
4721304,1,2,0.0,3.0,1.0,30.0,203.0,7.0,2722.22216796875,7e+05,0,0,0,0
4721305,1,1,0.0,2.0,1.0,67.0,212.0,5.0,3888.88891601562,7e+05,0,0,0,0
4721305,1,2,0.0,2.0,1.0,62.0,212.0,5.0,2074.07397460938,7e+05,0,0,0,0
4721307,1,1,1.0,2.0,1.0,51.0,183.0,6.0,6319.4443359375,1496544.375,0,1,0,0
4721307,1,3,1.0,2.0,0.0,24.0,183.0,7.0,2761.96655273438,987484,0,1,0,0
4721307,1,5,1.0,2.0,1.0,22.0,183.0,6.0,3797.7041015625,899453,0,1,1,0
4721308,1,1,1.0,4.0,1.0,50.0,232.0,7.0,28000.0,6500000,0,0,0,0
4721309,1,1,1.0,4.0,1.0,34.0,219.0,7.0,46666.66796875,8666667,0,0,0,0
4721311,1,3,0.0,3.0,0.0,23.0,226.0,7.0,3500.0,120000,0,0,0,0
4721313,1,2,0.0,4.0,0.0,42.0,221.0,1.0,666.666687011719,2e+05,0,0,0,0
4721335,1,2,1.0,4.0,1.0,44.0,189.0,7.0,7291.66650390625,1625000,0,1,0,0
4724268,1,1,1.0,4.0,1.0,60.0,246.0,7.0,20416.666015625,3500000,0,0,0,0
4724268,1,3,1.0,4.0,1.0,28.0,246.0,7.0,7179.4873046875,2166666.75,0,0,0,0
4724268,1,4,0.0,4.0,1.0,22.0,246.0,7.0,1944.44445800781,2e+05,0,0,0,0
4724273,1,1,1.0,3.0,1.0,24.0,250.0,7.0,10000.0,1588211,0,1,0,0
4728893,1,1,1.0,2.0,0.0,48.0,526.0,6.0,3797.7041015625,869453,0,1,0,0
4728894,1,4,1.0,4.0,1.0,34.0,217.0,7.0,24305.5546875,5416666.5,0,0,0,0
4728895,1,1,0.0,3.0,1.0,22.0,250.0,5.0,6754.3857421875,1220000,0,0,0,0
4728896,1,1,1.0,1.0,0.0,63.0,244.0,3.0,3797.7041015625,931953,0,1,0,0
4728898,1,2,1.0,6.0,0.0,57.0,217.0,7.0,21875.0,4875000,0,0,0,0
4728899,1,3,1.0,1.0,1.0,39.0,231.0,6.0,4666.66650390625,1376666.75,0,1,1,0
4728900,1,3,1.0,2.0,0.0,25.0,215.0,7.0,3797.7041015625,898619.6875,0,1,0,0
4728900,1,4,1.0,2.0,0.0,20.0,215.0,6.0,3797.7041015625,869453,0,1,0,0
4728901,1,1,1.0,2.0,1.0,55.0,206.0,6.0,8166.66650390625,1691666.625,0,0,0,0
4728901,1,2,1.0,2.0,0.0,44.0,206.0,7.0,28388.888671875,4075000,0,0,0,0
4728904,1,2,1.0,3.0,0.0,54.0,210.0,7.0,22296.296875,7658333.5,0,0,0,0
4728904,1,3,1.0,3.0,0.0,49.0,210.0,7.0,23333.333984375,4333333.5,0,0,0,0
4728904,1,5,1.0,3.0,0.0,54.0,210.0,7.0,5345.45458984375,1484211,0,1,1,0
4728905,1,1,0.0,1.0,0.0,32.0,218.0,7.0,3188.88891601562,890000,0,1,0,0
4728906,1,1,0.0,3.0,1.0,22.0,305.0,7.0,3645.83325195312,6030000,0,0,1,0
4728906,1,4,0.0,3.0,1.0,18.0,305.0,5.0,3888.88891601562,1166666.625,0,0,0,0
4728908,1,1,1.0,6.0,1.0,27.0,219.0,7.0,11666.6669921875,3250000,0,0,0,0
4728910,1,2,1.0,2.0,1.0,22.0,232.0,7.0,4131.9443359375,938211,0,1,0,0
4728911,1,1,1.0,1.0,1.0,39.0,219.0,6.0,3660.91943359375,1073211,0,1,0,0
4728912,1,1,1.0,2.0,1.0,40.0,268.0,7.0,8400.0,2350000,0,0,0,0
4728912,1,2,0.0,2.0,0.0,44.0,268.0,7.0,2333.33325195312,5e+05,0,0,0,0
4728914,1,1,1.0,2.0,1.0,38.0,229.0,6.0,4375.0,1033211,0,1,0,0
4728914,1,2,1.0,2.0,0.0,32.0,229.0,7.0,6805.5556640625,1531000,0,0,1,0
4728915,1,1,1.0,6.0,1.0,39.0,229.0,7.0,48611.109375,1e+07,0,0,0,0
4728919,1,1,1.0,1.0,0.0,64.0,279.0,4.0,6125.0,1132500,0,0,0,0
4728919,1,2,1.0,1.0,1.0,26.0,279.0,7.0,12833.3330078125,2283333.25,0,0,0,0
4728919,1,3,1.0,1.0,0.0,24.0,279.0,6.0,4797.10009765625,877786.3125,0,1,0,0
4728921,1,1,1.0,1.0,1.0,47.0,210.0,4.0,3797.7041015625,927786.3125,0,1,0,0
4728921,1,2,1.0,1.0,0.0,45.0,210.0,6.0,3797.7041015625,839575.3125,0,1,0,0
4728923,1,3,1.0,1.0,1.0,32.0,227.0,7.0,6805.5556640625,1411666.625,0,1,0,0
4728924,1,1,1.0,2.0,0.0,24.0,231.0,7.0,3797.7041015625,901453,0,1,1,0
4728924,1,2,1.0,2.0,1.0,30.0,231.0,6.0,3797.7041015625,913353,0,1,1,0
4728925,1,2,1.0,2.0,0.0,46.0,206.0,6.0,4861.111328125,1171544.375,0,1,0,0
4728925,1,3,0.0,2.0,0.0,23.0,206.0,6.0,3797.7041015625,869453,0,1,0,0
4728925,1,4,1.0,2.0,1.0,24.0,206.0,7.0,4861.111328125,1171544.375,0,1,0,0
4728929,1,3,1.0,3.0,1.0,28.0,156.0,7.0,10694.4443359375,2366666.75,0,0,0,0
4728929,1,4,1.0,3.0,0.0,20.0,156.0,7.0,3314.36010742188,869453,0,1,0,0
4728938,1,1,1.0,2.0,1.0,28.0,217.0,7.0,8750.0,2003044.375,0,1,1,0
4728939,1,1,1.0,6.0,1.0,35.0,217.0,7.0,87500.0,1.8e+07,0,0,0,0
4728949,1,1,0.0,3.0,0.0,64.0,227.0,7.0,3111.11108398438,2e+05,0,0,0,0
4728953,1,2,0.0,2.0,0.0,38.0,217.0,5.0,717.94873046875,120000,0,0,0,0
4728957,1,1,1.0,3.0,1.0,36.0,213.0,7.0,8750.0,2038211,0,1,0,0
4728958,1,1,1.0,2.0,1.0,26.0,231.0,6.0,3402.77783203125,1168211,0,1,1,0
4728960,1,2,1.0,3.0,0.0,55.0,217.0,7.0,14583.3330078125,3375000,0,0,0,0
4728961,1,3,0.0,2.0,0.0,21.0,187.0,7.0,3142.92749023438,847908.6875,0,0,0,0
4728963,1,1,1.0,3.0,0.0,30.0,217.0,7.0,14583.3330078125,3550000,0,0,0,0
4728964,1,1,1.0,3.0,0.0,29.0,203.0,7.0,3888.88891601562,888211,0,1,0,0
4728965,1,3,1.0,3.0,1.0,31.0,220.0,7.0,7777.77783203125,2333333.5,0,0,0,0
4728966,1,1,1.0,3.0,1.0,33.0,198.0,6.0,4618.0556640625,2950000,0,0,0,0
4728966,1,2,1.0,3.0,0.0,36.0,198.0,7.0,16666.666015625,3250000,0,0,0,0
4728967,1,1,1.0,3.0,1.0,61.0,191.0,7.0,3797.7041015625,869453,0,1,0,0
4728967,1,2,0.0,3.0,0.0,54.0,191.0,7.0,4666.66650390625,8e+05,0,0,0,0
4728968,1,2,0.0,3.0,1.0,19.0,230.0,6.0,2820.51293945312,1100000,0,0,0,0
4728968,1,4,0.0,3.0,0.0,25.0,230.0,7.0,3266.66674804688,840000,0,0,0,0
4728969,1,1,1.0,3.0,1.0,30.0,244.0,7.0,9722.22265625,3071666.5,0,0,1,0
4728969,1,2,1.0,3.0,0.0,34.0,244.0,7.0,14000.0,4655000,0,0,1,0
4728969,1,4,1.0,3.0,1.0,23.0,244.0,7.0,4375.0,975000,0,1,0,0
4728974,1,1,1.0,3.0,1.0,61.0,248.0,7.0,27377.77734375,3771666.5,0,0,0,0
4728974,1,2,1.0,3.0,0.0,64.0,248.0,7.0,27611.111328125,3841666.5,0,0,0,0
4728975,1,1,1.0,3.0,1.0,40.0,217.0,7.0,14291.6669921875,2650000,0,0,0,0
4728976,1,1,1.0,3.0,0.0,31.0,217.0,7.0,16333.3330078125,2925000,0,0,0,0
4728977,1,1,0.0,3.0,0.0,27.0,273.0,7.0,9722.22265625,2e+06,0,0,0,0
4728978,1,1,1.0,4.0,0.0,30.0,233.0,7.0,25060.0,6817500,0,0,0,0
4728980,1,1,1.0,1.0,1.0,28.0,271.0,6.0,4618.0556640625,1179377.625,0,1,1,0
4728980,1,2,0.0,1.0,0.0,28.0,271.0,7.0,3266.66674804688,7e+05,0,0,0,0
4728981,1,1,1.0,1.0,1.0,37.0,259.0,6.0,3797.7041015625,1025244.6875,0,1,1,0
4728981,1,2,0.0,1.0,0.0,31.0,259.0,6.0,2333.33325195312,60000,0,0,0,0
4728982,1,1,1.0,3.0,1.0,40.0,214.0,6.0,16527.77734375,3400000,0,0,0,0
4728982,1,2,1.0,3.0,0.0,35.0,214.0,7.0,4375.0,975000,0,0,0,0
4728982,1,3,1.0,3.0,0.0,35.0,214.0,7.0,11666.6669921875,2600000,0,0,0,0
4728983,2,1,1.0,4.0,1.0,21.0,234.0,6.0,5347.22216796875,1259044.375,0,1,0,0
4728985,1,3,1.0,2.0,1.0,30.0,201.0,7.0,3797.7041015625,839575.3125,0,1,0,0
4728986,1,1,1.0,4.0,0.0,30.0,233.0,7.0,17818.181640625,4550000,0,0,0,0
4728987,1,1,1.0,4.0,1.0,28.0,217.0,7.0,5250.0,988211,0,1,0,0
4728987,1,2,1.0,4.0,0.0,28.0,217.0,7.0,10208.3330078125,2100000,0,0,0,0
4728988,1,1,1.0,3.0,1.0,47.0,271.0,7.0,35000.0,7e+06,0,0,0,0
4728988,1,2,1.0,3.0,0.0,40.0,271.0,7.0,35000.0,6500000,0,0,0,0
4728989,1,3,1.0,1.0,1.0,25.0,231.0,7.0,3797.7041015625,869453,0,1,0,0
4728990,1,1,1.0,4.0,0.0,27.0,233.0,7.0,25375.0,4850000,0,0,0,0
4728991,1,1,1.0,4.0,0.0,54.0,233.0,7.0,4557.2451171875,934556.5,0,1,0,0
4728992,1,2,0.0,2.0,0.0,19.0,271.0,6.0,3402.77783203125,7e+05,0,0,0,0
4728993,1,1,0.0,2.0,1.0,28.0,271.0,6.0,3013.88891601562,988333.3125,0,1,0,0
4728993,1,2,0.0,2.0,0.0,26.0,271.0,7.0,3240.74072265625,1110000,0,1,1,0
4728994,1,1,0.0,2.0,0.0,70.0,259.0,4.0,897.435913085938,2e+05,0,0,0,0
4728995,1,1,1.0,4.0,0.0,53.0,233.0,7.0,34533.33203125,7400000,0,0,0,0
4728997,1,1,0.0,1.0,1.0,40.0,219.0,3.0,5347.22216796875,1100000,0,0,0,0
4729000,1,1,1.0,1.0,0.0,41.0,215.0,5.0,6562.5,966666.6875,0,0,0,0
4729000,1,2,0.0,1.0,0.0,23.0,215.0,6.0,1458.33337402344,3e+05,0,0,0,0
4729000,1,3,1.0,1.0,1.0,20.0,215.0,7.0,3797.7041015625,900286.3125,0,1,0,0
4729004,1,3,0.0,1.0,0.0,20.0,230.0,5.0,1533.33337402344,460000,0,0,0,0
4729006,1,1,1.0,2.0,1.0,55.0,160.0,3.0,3797.7041015625,869453,0,1,0,0
4729006,1,3,0.0,2.0,0.0,20.0,160.0,6.0,1944.44445800781,4e+05,0,0,0,0
4729007,1,1,0.0,3.0,1.0,57.0,233.0,7.0,3888.88891601562,1250000,0,0,1,0
4729008,1,2,1.0,2.0,0.0,59.0,202.0,6.0,4763.888671875,1090166.625,0,1,1,0
4729008,1,3,1.0,2.0,0.0,21.0,202.0,7.0,3797.7041015625,902786.3125,0,1,0,0
4729008,1,5,0.0,2.0,0.0,20.0,202.0,7.0,4557.2451171875,869453,0,1,0,0
4729011,1,3,1.0,3.0,1.0,33.0,215.0,7.0,22555.5546875,3441666.5,0,0,0,0
4729011,1,4,1.0,3.0,1.0,28.0,215.0,7.0,12962.962890625,2708333.25,0,0,0,0
4729012,1,2,0.0,2.0,1.0,45.0,242.0,5.0,4083.33325195312,7e+05,0,0,0,0
4729012,1,3,0.0,2.0,1.0,44.0,242.0,5.0,4242.42431640625,1200000,0,0,0,0
4729013,1,1,1.0,2.0,1.0,30.0,213.0,6.0,3797.7041015625,931453,0,1,1,0
4729014,1,1,0.0,3.0,0.0,39.0,305.0,6.0,3314.36010742188,1469453,0,1,0,0
4729019,1,3,1.0,2.0,1.0,30.0,220.0,7.0,7291.66650390625,1625000,0,1,0,0
4729019,1,4,0.0,2.0,1.0,20.0,220.0,6.0,2333.33325195312,180000,0,0,0,0
4729020,1,1,0.0,2.0,1.0,19.0,250.0,6.0,5185.18505859375,8e+05,0,0,0,0
4729021,1,1,1.0,3.0,1.0,47.0,185.0,4.0,3797.7041015625,979453,0,1,1,0
4729021,1,2,1.0,3.0,0.0,48.0,185.0,4.0,3797.7041015625,899453,0,1,1,0
4729021,1,3,1.0,3.0,1.0,26.0,185.0,5.0,3797.7041015625,781242,0,0,0,0
4729024,1,1,0.0,2.0,0.0,26.0,245.0,5.0,1458.33337402344,1e+05,0,0,0,0
4729025,1,1,1.0,2.0,1.0,46.0,302.0,3.0,3797.7041015625,932453,0,1,0,0
4729025,1,2,1.0,2.0,0.0,44.0,302.0,6.0,1069.44445800781,282500,0,0,0,0
4729026,1,2,1.0,2.0,0.0,30.0,230.0,7.0,5703.70361328125,1187500,0,1,0,0
4729027,1,2,1.0,2.0,0.0,22.0,218.0,7.0,3797.7041015625,839575.3125,0,1,0,0
4729029,1,3,0.0,2.0,0.0,44.0,313.0,3.0,1555.55554199219,3e+05,0,0,0,0
4729029,1,4,0.0,2.0,1.0,24.0,313.0,7.0,4557.2451171875,781242,0,0,0,0
4729032,1,1,0.0,2.0,1.0,22.0,263.0,5.0,4083.33325195312,840000,0,0,0,0
4729032,1,2,0.0,2.0,0.0,24.0,263.0,5.0,1851.85180664062,5e+05,0,0,0,0
4729033,1,1,1.0,2.0,0.0,38.0,187.0,4.0,3797.7041015625,921953,0,1,1,0
4729033,1,2,0.0,2.0,1.0,20.0,187.0,5.0,2592.59252929688,2e+05,0,0,0,0
4729035,1,1,1.0,3.0,1.0,39.0,271.0,7.0,4753.08642578125,1344903.5,0,1,1,0
4729035,1,2,1.0,3.0,0.0,38.0,271.0,7.0,5000.0,1143133.375,0,1,1,0
4729036,1,1,0.0,2.0,1.0,46.0,215.0,6.0,4000.0,1200000,0,0,0,0
4729037,1,1,0.0,2.0,1.0,43.0,154.0,5.0,4861.111328125,1e+06,0,0,0,0
4729037,1,4,0.0,2.0,1.0,24.0,154.0,6.0,3888.88891601562,891666.6875,0,1,1,0
4729038,1,1,0.0,2.0,1.0,47.0,186.0,5.0,4557.2451171875,781242,0,0,0,0
4729038,1,2,1.0,2.0,0.0,40.0,186.0,4.0,3797.7041015625,966119.6875,0,1,1,0
4729041,1,1,0.0,2.0,1.0,29.0,154.0,7.0,5055.5556640625,1350000,0,0,0,0
4729042,1,2,1.0,2.0,1.0,22.0,230.0,7.0,3888.88891601562,954877.6875,0,1,0,0
4729044,1,1,1.0,2.0,1.0,47.0,138.0,7.0,12267.5,2304666.5,0,1,1,0
4729045,1,1,0.0,2.0,0.0,41.0,203.0,5.0,3797.7041015625,781242,0,0,0,0
4729046,1,1,0.0,2.0,0.0,40.0,257.0,3.0,2666.66674804688,8e+05,0,0,0,0
4729048,1,2,1.0,2.0,0.0,31.0,244.0,7.0,16041.6669921875,3656000,0,0,1,0
4729050,1,3,1.0,2.0,0.0,42.0,172.0,5.0,3797.7041015625,1001244.6875,0,1,1,0
4729054,1,1,1.0,2.0,1.0,35.0,183.0,6.0,3038.16333007812,934556.5,0,1,0,0
4729054,1,2,1.0,2.0,0.0,42.0,183.0,6.0,3797.7041015625,898483,0,1,1,0
4729054,1,3,1.0,2.0,0.0,22.0,183.0,7.0,5347.22216796875,1261877.625,0,1,1,0
4729055,1,1,1.0,3.0,0.0,38.0,275.0,5.0,3797.7041015625,900453,0,1,1,0
4729058,1,2,1.0,2.0,0.0,39.0,269.0,7.0,5833.33349609375,1238333.375,0,1,1,0
4729062,1,1,1.0,3.0,0.0,34.0,243.0,7.0,6666.66650390625,2043211,0,1,1,0
4729062,1,3,1.0,3.0,0.0,34.0,243.0,6.0,3797.7041015625,1016076.3125,0,1,0,0
4729063,1,1,0.0,3.0,0.0,36.0,228.0,7.0,5185.18505859375,4e+05,0,0,0,0
4729065,1,2,1.0,2.0,0.0,25.0,173.0,6.0,3797.7041015625,899453,0,1,1,0
4729069,1,1,1.0,2.0,1.0,32.0,189.0,6.0,3966.66674804688,850000,0,0,0,0
4729070,1,1,1.0,2.0,1.0,57.0,248.0,4.0,2777.77783203125,1166666.625,0,1,0,0
4729070,1,2,1.0,2.0,0.0,52.0,248.0,4.0,5347.22216796875,1283333.375,0,1,0,0
4729070,1,3,1.0,2.0,1.0,24.0,248.0,6.0,3888.88891601562,8e+05,0,1,0,0
4729071,1,1,1.0,2.0,1.0,29.0,217.0,6.0,3797.7041015625,869453,0,1,0,0
